 0 ,  1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ,  10 ,  11 ,  12 ,  13 ,  14 ,  15 ,  16 ,  17 ,  18 ,  19 ,  20 ,  21 ,  22 ,  23 ,  24 ,  25 ,  26 ,  27 ,  28 ,  29 ,  30 ,  31 ,  32 ,  33 ,  34 ,  35 ,  36 ,  37 ,  38 ,  39 ,  40 ,  41 ,  42 ,  43 ,  44 ,  45 ,  46 ,  47 ,  48 ,  49 ,  50 ,  51 ,  52 ,  53 ,  54 ,  55 ,  56 ,  57 ,  58 ,  59 ,  60 ,  61 ,  62 ,  63 ,  64 ,  65 ,  66 ,  67 ,  68 ,  69 ,  70 ,  71 ,  72 ,  73 ,  74 ,  75 ,  76 ,  77 ,  78 ,  79 ,  80 ,  81 ,  82 ,  83 ,  84 ,  85 ,  86 ,  87 ,  88 ,  89 ,  90 ,  91 ,  92 ,  93 ,  94 ,  95 ,  96 ,  97 ,  98 ,  99 ,  100 , 
 500.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 ,  30.0 , 
 500.0 ,  475.50737746013624 ,  451.11915591581976 ,  426.93840265153995 ,  403.0655458980508 ,  379.5971253825338 ,  356.6246246404579 ,  334.2334085537101 ,  312.5017865173983 ,  291.50021803210973 ,  271.29067350217974 ,  251.92615873897182 ,  233.45040727258635 ,  215.89774021664402 ,  199.29308925287148 ,  183.65217443672037 ,  168.98182508625877 ,  155.28042909678845 ,  142.5384936916135 ,  130.7392989179619 ,  119.85962414315503 ,  109.87052739157048 ,  100.73815755656739 ,  92.42458027196744 ,  84.88859946699574 ,  78.08655827633874 ,  71.97310494454103 ,  66.50191155878747 ,  61.62633577386117 ,  57.30001806929647 ,  53.477409420127174 ,  50.11422649748613 ,  47.167833583494655 ,  44.59755223890323 ,  42.364901367488756 ,  40.43377165693164 ,  38.77053943272432 ,  37.3441257416485 ,  36.12600699616206 ,  35.09018378020414 ,  34.21311446605881 ,  33.47362015080972 ,  32.852767121799616 ,  32.33373263641835 ,  31.90165928491814 ,  31.5435026264459 ,  31.247876176051818 ,  31.004897198689946 ,  30.80603615602047 ,  30.643972070074085 ,  30.512455527547615 ,  30.406180558938672 ,  30.320666193737793 ,  30.252148119300216 ,  30.197480557058896 ,  30.154048213560543 ,  30.11968796193105 ,  30.092619757147133 ,  30.071386180497313 ,  30.05479993902685 ,  30.041898608664894 ,  30.031905899342064 ,  30.024198731281217 ,  30.018279438796583 ,  30.0137524569397 ,  30.01030489333715 ,  30.007690439350256 ,  30.005716128586414 ,  30.004231504719655 ,  30.003119812913155 ,  30.002290878730093 ,  30.001675384459645 ,  30.001220294816676 ,  30.00088522175031 ,  30.000639551603513 ,  30.000460187214856 ,  30.000329782975484 ,  30.00023537264019 ,  30.00016730817981 ,  30.00011844350547 ,  30.000083509848025 ,  30.00005864027895 ,  30.000041009629115 ,  30.0000285631956 ,  30.0000198133842 ,  30.000013688045385 ,  30.000009417932574 ,  30.000006453608137 ,  30.00000440439652 ,  30.000002993757903 ,  30.000002026826166 ,  30.00000136691267 ,  30.000000918585215 ,  30.00000061554465 ,  30.000000411986434 ,  30.00000027648383 ,  30.00000018769066 ,  30.000000131355876 ,  30.00000009828966 ,  30.000000083028 ,  30.000000083028 , 
 500.0 ,  482.67323026770896 ,  465.38343604730187 ,  448.16735625046954 ,  431.0612591105331 ,  414.10071311068293 ,  397.32036532851623 ,  380.7537294967731 ,  364.43298593680925 ,  348.3887953473219 ,  332.65012822945334 ,  317.24411150437436 ,  302.19589363497244 ,  287.52852930380106 ,  273.2628844296336 ,  259.4175620296123 ,  246.0088491578216 ,  233.0506848788467 ,  220.5546489709547 ,  208.52997080214982 ,  196.98355758733499 ,  185.92004101953881 ,  175.34184107554688 ,  165.24924562867284 ,  155.64050436062848 ,  146.5119353517204 ,  137.85804264457386 ,  129.67164302133608 ,  121.94400020738374 ,  114.6649647149834 ,  107.82311756670026 ,  101.40591618878312 ,  95.39984083708191 ,  89.7905400098162 ,  84.56297341002147 ,  79.70155114291998 ,  75.1902679668911 ,  71.01283155821909 ,  67.1527838964995 ,  63.59361502671237 ,  60.31886860289262 ,  57.312238764625704 ,  54.55765803906013 ,  52.039376095831415 ,  49.7420293085591 ,  47.65070119304829 ,  45.75097389791307 ,  44.02897101725864 ,  42.471392076802886 ,  41.065539114151875 ,  39.799335830873304 ,  38.66133983878291 ,  37.640748555893424 ,  36.727399329394586 ,  35.911764374580116 ,  35.184941120675205 ,  34.538638548001074 ,  33.965160086837045 ,  33.45738362775137 ,  33.00873916710054 ,  32.613184580875384 ,  32.26517998609444 ,  31.95966111244462 ,  31.692012068732822 ,  31.458037849740663 ,  31.25393688999077 ,  31.07627393237766 ,  30.921953442139284 ,  30.78819376070396 ,  30.672502159927603 ,  30.572650925420874 ,  30.486654568277913 ,  30.412748237698906 ,  30.34936738282937 ,  30.295128690636716 ,  30.248812307787205 ,  30.209345338194737 ,  30.175786594088606 ,  30.147312566947676 ,  30.123204575327577 ,  30.10283703927979 ,  30.085666825569547 ,  30.071223604032525 ,  30.059101153007475 ,  30.048949550649468 ,  30.04046818889873 ,  30.0333995477871 ,  30.027523669459754 ,  30.02265327362801 ,  30.018629459031047 ,  30.01531793875415 ,  30.012605760830922 ,  30.010398469366294 ,  30.00861766538395 ,  30.00719893066713 ,  30.0060900819862 ,  30.005249727244973 ,  30.00464609922176 ,  30.00425614669507 ,  30.004064866839883 ,  30.004064866839883 , 
 500.0 ,  485.8506085392771 ,  471.72135566161694 ,  457.6322939900364 ,  443.6033048387808 ,  429.65401408115315 ,  415.80370982704324 ,  402.07126248535576 ,  388.4750477629749 ,  375.0328731230044 ,  361.7619081911789 ,  348.6786195609553 ,  335.7987104053568 ,  323.13706525767816 ,  310.7077002742328 ,  298.5237192410251 ,  286.5972755331817 ,  274.9395401818057 ,  263.5606761482445 ,  252.46981885123284 ,  241.6750629385765 ,  231.18345524258615 ,  221.00099380789806 ,  211.13263283215656 ,  201.58229331476082 ,  192.35287916691215 ,  183.4462984979241 ,  174.86348975847795 ,  166.60445239148515 ,  158.66828161564263 ,  151.05320694577273 ,  143.75663403768567 ,  136.77518943360838 ,  130.1047677771249 ,  123.74058106397695 ,  117.67720949680216 ,  111.90865351775687 ,  106.42838660271065 ,  101.22940841403755 ,  96.30429792564303 ,  91.64526615340816 ,  87.24420814634925 ,  83.09275391809325 ,  79.18231802438453 ,  75.50414751987296 ,  72.04936805600323 ,  68.80902791106337 ,  65.77413977298625 ,  62.93572012499777 ,  60.284826113335384 ,  57.81258980473541 ,  55.51024976892455 ,  53.369179947715736 ,  51.380915797286605 ,  49.537177713627386 ,  47.829891772840995 ,  46.25120783784064 ,  44.79351510093238 ,  43.449455147738945 ,  42.21193264188872 ,  41.074123741855715 ,  40.029482371320796 ,  39.07174447247968 ,  38.19493037790835 ,  37.393345441006886 ,  36.661579067768855 ,  35.99450229378715 ,  35.38726405012062 ,  34.835286260049884 ,  34.33425790597158 ,  33.88012820186418 ,  33.469099002036046 ,  33.09761657138398 ,  32.762362836276054 ,  32.46024622855907 ,  32.18839222820617 ,  31.944133702874183 ,  31.72500113525166 ,  31.528712821641477 ,  31.353165117831054 ,  31.19642280104398 ,  31.05670960970616 ,  30.93239901596519 ,  30.82200527942507 ,  30.72417482444581 ,  30.63767797763893 ,  30.561401096898237 ,  30.494339118453752 ,  30.435588544036136 ,  30.384340886294694 ,  30.339876587118567 ,  30.301559420457295 ,  30.268831388612057 ,  30.241208118749284 ,  30.218274764549506 ,  30.19968241642124 ,  30.185145022546237 ,  30.17443682215054 ,  30.167390291767276 ,  30.16389460484953 ,  30.16389460484953 , 
 500.0 ,  487.7453393276053 ,  475.5037628393743 ,  463.28831282039994 ,  451.11194798119936 ,  438.98750222767023 ,  426.9276440950815 ,  414.94483705972675 ,  403.0513009353484 ,  391.25897455341044 ,  379.5794799168292 ,  368.0240880059607 ,  356.6036864035848 ,  345.328748892436 ,  334.2093071646425 ,  323.2549247673534 ,  312.4746733930292 ,  301.8771116064621 ,  291.4702660837395 ,  281.26161542121076 ,  271.2580765552199 ,  261.46599381606234 ,  251.89113062247714 ,  242.53866380611794 ,  233.41318053901267 ,  224.5186778211384 ,  215.8585644700358 ,  207.43566553997402 ,  199.25222908465753 ,  191.30993516492953 ,  183.60990699145555 ,  176.15272408202975 ,  168.93843730399283 ,  161.9665856643258 ,  155.23621470331614 ,  148.74589634230057 ,  142.49375003187373 ,  136.47746504411037 ,  130.69432375075274 ,  125.14122572894274 ,  119.81471253688267 ,  114.71099300373902 ,  109.82596888110555 ,  105.15526070734018 ,  100.69423374102035 ,  96.43802382553469 ,  92.3815630533698 ,  88.51960510586491 ,  84.84675015200997 ,  81.35746919815966 ,  78.04612778923553 ,  74.90700897100493 ,  71.93433543225814 ,  69.1222907550835 ,  66.46503971086207 ,  63.956747549005286 ,  61.59159823475392 ,  59.3638116014813 ,  57.26765939182758 ,  55.29748017058341 ,  53.44769310048031 ,  51.712810579887844 ,  50.08744974882944 ,  48.566342876665374 ,  47.14434665123662 ,  45.81645039518918 ,  44.577783240594385 ,  43.423620297834645 ,  42.34938785903711 ,  41.35066768010722 ,  40.42320038864932 ,  39.56288806777428 ,  38.76579606799851 ,  38.02815410115147 ,  37.34635667145585 ,  36.71696289974784 ,  36.13669579718709 ,  35.60244104480347 ,  35.11124533485935 ,  34.660314329310665 ,  34.247010289649324 ,  33.86884943114086 ,  33.52349905295824 ,  33.208774493986766 ,  32.92263596216321 ,  32.663185283140876 ,  32.42866261186583 ,  32.217443148329096 ,  32.028033896352156 ,  31.85907050177792 ,  31.709314203904626 ,  31.577648931421265 ,  31.463078571499125 ,  31.36472443807253 ,  31.281822962713136 ,  31.213723628872174 ,  31.15988716763883 ,  31.119884030544995 ,  31.093393152337967 ,  31.08020101404213 ,  31.08020101404213 , 
 500.0 ,  489.03860106042305 ,  478.0865660559941 ,  467.1532349296548 ,  456.247899742389 ,  445.3797809877673 ,  434.5580042114128 ,  423.79157703419196 ,  413.08936667553655 ,  402.4600780703364 ,  391.9122326693291 ,  381.45414800889114 ,  371.0939181316227 ,  360.8393949341536 ,  350.69817051322195 ,  340.6775605753261 ,  330.78458896916493 ,  321.0259733937155 ,  311.40811232818464 ,  301.9370732232677 ,  292.61858198620655 ,  283.458013785092 ,  274.4603851907756 ,  265.63034766767043 ,  256.9721824176919 ,  248.48979657465554 ,  240.1867207396624 ,  232.06610784140128 ,  224.13073329892552 ,  216.3829964583536 ,  208.82492326914598 ,  201.4581701601387 ,  194.28402907041664 ,  187.3034335853975 ,  180.51696612420233 ,  173.92486612052448 ,  167.527039135792 ,  161.32306684046426 ,  155.31221779680908 ,  149.4934589744903 ,  143.8654679287427 ,  138.42664556983078 ,  133.17512945186292 ,  128.10880750886156 ,  123.22533216625351 ,  118.52213475663001 ,  113.99644016971439 ,  109.64528166794332 ,  105.46551580089641 ,  101.45383735396928 ,  97.60679426915272 ,  93.92080247852749 ,  90.39216059408164 ,  87.01706440067409 ,  83.79162110237638 ,  80.71186327599139 ,  77.77376248924787 ,  74.97324254496459 ,  72.3061923163479 ,  69.76847814249521 ,  67.35595575710141 ,  65.06448172727414 ,  62.889924383239816 ,  60.82817422352747 ,  58.87515378394755 ,  57.02682696229999 ,  55.279207794239824 ,  53.62836867908362 ,  52.070448057531166 ,  50.60165754630242 ,  49.21828853752561 ,  47.91671827336012 ,  46.69341540877764 ,  45.54494507766111 ,  44.467973479398154 ,  43.459272004950606 ,  42.51572092296317 ,  41.6343126478385 ,  40.81215461285166 ,  40.046471772305836 ,  39.33460875744743 ,  38.67403171136624 ,  38.06232982841232 ,  37.49721662376845 ,  36.976530958736305 ,  36.498237847030225 ,  36.06042906693722 ,  35.66132360359671 ,  35.29926794489626 ,  34.972736253575704 ,  34.68033043708641 ,  34.42078013558506 ,  34.192942647151824 ,  33.99580280793015 ,  33.828472843388454 ,  33.690192205328 ,  33.580327407597906 ,  33.49837187175643 ,  33.44394579212968 ,  33.416796027887926 ,  33.416796027887926 , 
 500.0 ,  489.9933686120801 ,  479.9938617090329 ,  470.0085885669814 ,  460.0446280987511 ,  450.1090138074579 ,  440.2087189016297 ,  430.35064162445565 ,  420.54159084870355 ,  410.7882719875315 ,  401.097273269864 ,  391.47505242722025 ,  381.92792383686503 ,  372.46204616393777 ,  363.08341054279697 ,  353.7978293352227 ,  344.61092550035823 ,  335.5281226083672 ,  326.554635526743 ,  317.69546180506234 ,  308.955373780738 ,  300.33891142501136 ,  291.85037594506775 ,  283.4938241547578 ,  275.273063623005 ,  267.191648605576 ,  259.2528767625183 ,  251.4597866602371 ,  243.815156053921 ,  236.3215009428397 ,  228.98107538794653 ,  221.79587207824846 ,  214.76762362955702 ,  207.89780459653036 ,  201.18763417636723 ,  194.6380795801265 ,  188.2498600454416 ,  182.02345146237025 ,  175.95909158229068 ,  170.05678577811813 ,  164.3163133226825 ,  158.73723415088085 ,  153.31889607019667 ,  148.06044238336165 ,  142.96081988633273 ,  138.01878720434718 ,  133.23292342861953 ,  128.60163701623372 ,  124.12317491596701 ,  119.79563188314603 ,  115.61695994717627 ,  111.58497799609165 ,  107.69738144333508 ,  103.95175194298884 ,  100.34556712082053 ,  96.87621028977793 ,  93.54098011994864 ,  90.33710023448197 ,  87.2617287045386 ,  84.31196741797874 ,  81.48487129820495 ,  78.77745735133215 ,  76.1867135216491 ,  73.70960733715424 ,  71.34309432877649 ,  69.08412620872377 ,  66.92965879522063 ,  64.87665967269209 ,  62.92211557821946 ,  61.06303950681399 ,  59.29647752972613 ,  57.61951532162169 ,  56.029284393995624 ,  54.52296803366556 ,  53.09780694656985 ,  51.75110460839528 ,  50.48023232476146 ,  49.28263400479926 ,  48.15583065296482 ,  47.09742458483424 ,  46.10510337342134 ,  45.17664353324915 ,  44.30991394998705 ,  43.50287906394027 ,  42.75360181604202 ,  42.06024636526075 ,  41.42108058648796 ,  40.83447835802855 ,  40.298921647768964 ,  39.813002406960436 ,  39.375424280321795 ,  38.98500414085231 ,  38.64067345734469 ,  38.34147950211417 ,  38.086586405917444 ,  37.875276066423055 ,  37.706948915932344 ,  37.581124553330255 ,  37.49744224448477 ,  37.45566129451413 ,  37.45566129451413 , 
 500.0 ,  490.73554992279423 ,  481.4767552712615 ,  472.2292611384179 ,  462.99869198369265 ,  453.7906413953144 ,  444.61066194733996 ,  435.4642551822503 ,  426.35686174951115 ,  417.2938517298405 ,  408.28051517414644 ,  399.3220528852013 ,  390.42356746910946 ,  381.5900546825062 ,  372.82639510020033 ,  364.1373461266627 ,  355.52753437335036 ,  347.0014484223759 ,  338.56343199546495 ,  330.21767754552764 ,  321.9682202864834 ,  313.8189326752531 ,  305.77351935806416 ,  297.8355125914203 ,  290.00826814626737 ,  282.2949617020622 ,  274.69858573562 ,  267.22194690779065 ,  259.8676639492113 ,  252.63816604459282 ,  245.5356917132532 ,  238.56228818189453 ,  231.71981124396262 ,  225.0099255983186 ,  218.43410565840753 ,  211.99363682163448 ,  205.68961718725507 ,  199.52295970976627 ,  193.49439477354696 ,  187.60447317334723 ,  181.85356948417024 ,  176.24188580313012 ,  170.76945584500447 ,  165.43614937243774 ,  160.24167694108797 ,  155.1855949394489 ,  150.267310902617 ,  145.48608907891577 ,  140.8410562280278 ,  136.33120762912404 ,  131.95541327741245 ,  127.7124242475553 ,  123.60087920252084 ,  119.61931102663641 ,  115.7661535618974 ,  112.03974842694623 ,  108.43835189857344 ,  104.96014183609634 ,  101.60322462953758 ,  98.36564215315036 ,  95.24537870651437 ,  92.24036792614737 ,  89.34849965134117 ,  86.56762672872782 ,  83.89557174090623 ,  81.33013364530865 ,  78.8690943103494 ,  76.51022493677527 ,  74.25129235301637 ,  72.09006517421614 ,  70.02431981549654 ,  68.05184635087494 ,  66.17045421010084 ,  64.37797770650747 ,  62.6722813897793 ,  61.05126521831096 ,  59.51286954657826 ,  58.055079923652045 ,  56.67593169965352 ,  55.373514437585015 ,  54.14597612855175 ,  52.99152720893778 ,  51.90844437859391 ,  50.89507421954363 ,  49.94983661511691 ,  49.07122796977376 ,  48.2578242301841 ,  47.50828370838968 ,  46.82134970808238 ,  46.19585295519869 ,  45.63071383415132 ,  45.124944431095685 ,  44.67765038566637 ,  44.28803255261772 ,  43.95538847476689 ,  43.679113668567936 ,  43.45870272354591 ,  43.293750216696026 ,  43.18395144280339 ,  43.129102961472995 ,  43.129102961472995 , 
 500.0 ,  491.3341056246086 ,  482.67284399428195 ,  474.02084048169786 ,  465.3827057347979 ,  456.76302836444154 ,  448.166367691882 ,  439.5972465756653 ,  431.06014433726114 ,  422.55948980438313 ,  414.09965449051606 ,  405.6849459286898 ,  397.3196011769702 ,  389.00778051252723 ,  380.75356133046307 ,  372.56093226285 ,  364.43378753265097 ,  356.3759215563622 ,  348.39102380834515 ,  340.48267395890264 ,  332.6543372972044 ,  324.9093604491866 ,  317.2509673995447 ,  309.6822558259097 ,  302.2061937522461 ,  294.82561652745926 ,  287.5432241341209 ,  280.3615788311565 ,  273.28310313326335 ,  266.31007812876135 ,  259.4446421365234 ,  252.6887897015863 ,  246.04437092802107 ,  239.51309114663502 ,  233.09651091410552 ,  226.79604633918962 ,  220.61296973074764 ,  214.54841056143346 ,  208.60335674006666 ,  202.77865618490335 ,  197.07501868926738 ,  191.4930180702969 ,  186.03309459090036 ,  180.69555764440634 ,  175.48058869083314 ,  170.3882444331963 ,  165.41846022181795 ,  160.57105367420297 ,  155.8457284976962 ,  151.24207850184388 ,  146.75959178713953 ,  142.39765509664602 ,  138.15555831684816 ,  134.03249911400263 ,  130.02758769221413 ,  126.13985165947497 ,  122.36824098795955 ,  118.71163305496572 ,  115.1688377510302 ,  111.73860264192899 ,  108.41961817148479 ,  105.21052289235683 ,  102.10990871226795 ,  99.1163261434346 ,  96.22828954330339 ,  93.44428233505573 ,  90.76276219672485 ,  88.18216620816793 ,  85.7009159455468 ,  83.31742251340154 ,  81.03009150483126 ,  78.83732788074258 ,  76.73754075956981 ,  74.7291481093219 ,  72.81058133425603 ,  70.9802897489244 ,  69.2367449327806 ,  67.57844495896398 ,  66.00391849130568 ,  64.51172874401288 ,  63.10047729889146 ,  61.76880777535399 ,  60.51540934883553 ,  59.33902011359902 ,  58.238430286254925 ,  57.21248524664503 ,  56.260088413051335 ,  55.3802039489816 ,  54.57185929905779 ,  53.83414755179234 ,  53.16622962727428 ,  52.56733628801601 ,  52.03676997141372 ,  51.573906442472605 ,  51.17819626562266 ,  50.849166094619136 ,  50.586419779673236 ,  50.389639291102185 ,  50.258585458921516 ,  50.19309852792571 ,  50.19309852792571 , 
 500.0 ,  491.8305487862182 ,  483.66498768032477 ,  475.50720134153244 ,  467.3610635451216 ,  459.23043177398336 ,  451.1191418502485 ,  443.0310026201689 ,  434.9697907052391 ,  426.9392453323404 ,  418.94306325543096 ,  410.9848937810176 ,  403.06833390931376 ,  395.19692360261854 ,  387.37414119205243 ,  379.6033989333488 ,  371.88803872193034 ,  364.2313279770028 ,  356.63645570387575 ,  349.1065287431619 ,  341.6445682149414 ,  334.25350616537 ,  326.9361824226062 ,  319.6953416682918 ,  312.53363073018295 ,  305.4535961008652 ,  298.45768168682537 ,  291.54822679148003 ,  284.727464335081 ,  277.9975193137469 ,  271.36040749918925 ,  264.81803438002953 ,  258.3721943449393 ,  252.0245701071758 ,  245.7767323694327 ,  239.6301397273005 ,  233.5861388090001 ,  227.6459646484534 ,  221.8107412881705 ,  216.08148260786322 ,  210.45909337415543 ,  204.94437050623657 ,  199.5380045518109 ,  194.24058136722556 ,  189.0525839952145 ,  183.97439473328387 ,  179.00629738537577 ,  174.1484796890889 ,  169.40103591041014 ,  164.76396959761115 ,  160.2371964856975 ,  155.8205475425616 ,  151.5137721477841 ,  147.31654139485192 ,  143.2284515074158 ,  139.24902736009017 ,  135.37772609421455 ,  131.6139408189324 ,  127.95700438791067 ,  124.40619324201936 ,  120.96073130830831 ,  117.61979394566328 ,  114.38251192759026 ,  111.24797545266756 ,  108.21523817331644 ,  105.28332123367164 ,  102.45121730748195 ,  99.71789462713991 ,  97.08230099511985 ,  94.54336776930325 ,  92.10001381387946 ,  89.75114940773301 ,  87.49568010246264 ,  85.33251052241837 ,  83.26054809939512 ,  81.2787067348786 ,  79.38591038300194 ,  77.58109654764075 ,  75.86321968734399 ,  74.23125452207483 ,  72.68419923600834 ,  71.22107857091186 ,  69.84094680490801 ,  68.54289061169885 ,  67.32603179560084 ,  66.18952989801397 ,  65.13258467121955 ,  64.15443841566542 ,  63.25437817716369 ,  62.431737800685426 ,  61.68589983769294 ,  61.01629730420609 ,  60.422415287044714 ,  59.90379239593989 ,  59.46002205944478 ,  59.09075366281712 ,  58.795693526282435 ,  58.574605722316505 ,  58.42731273082069 ,  58.35369593128797 ,  58.35369593128797 , 
